=======r,R1,R2
7970;5838,8286092884;6,1652657101335;14,499551424419;15,872408567276
7962;7959,9115343716;7,6543424664751;9,0386281807608;12,445771037904
7935;7812,2546740298;8,8965449930072;14,16129798986;19,267077239625
7805;7584,7089471527;7,6882658180976;16,097116734726;17,042296522192
7758;7560,7005556187;4,9146461095768;16,712198899683;17,596537212209
7643;7643,6925772145;8,1910799711455;11,69679425686;15,835365685431
7532;7515,241600206;6,2776231535786;9,40619458215;13,117623153579
7451;7247,3930795644;7,3140398129464;15,923175344082;14,749849336756
7449;7468,3581587769;6,0227339706596;13,861305399231;15,387019684945
7427;7415,9025699521;6,2475435823823;6,2832578680966;14,657543582382
7406;6464,741269128;6,8419947970116;15,160566225583;16,566280511297
7365;5958,3749194157;8,0103500199406;14,926064305655;15,236064305655
7350;5960,3527707865;8,2850718190298;12,349357533316;16,326500390458
7303;7294,9323807946;4,6643408615768;7,0571980044339;12,140055147291
7252;7252,2065157073;6,3335707688867;11,424999340315;14,23071362603
7245;5697,1282756849;7,2172553630333;15,425826791605;16,145826791605
7166;6944,312947021;5,5068845301079;16,8615;18,788257602569
7119;7102,7748104212;7,0315609736162;14,805846687902;16,612989545045
7111;5119,4475821297;6,134854381404;14,014854381404;14,583425809975
7044;7043,0455164472;6,1458943960777;12,463037253221;14,387322967506
7040;5051,8129831548;8,087569033088;15,506140461659;14,854711890231
7028;7018,7105039665;5,552206514822;6,8736350862506;13,535063657679
6942;6707,9141779071;7,2231282158122;15,156056754702;14,931359100915
6814;6597,2706631374;4,1905247610899;16,8615;18,863862490692
6809;6572,763496196;6,6860157980735;16,8615;15,882486643981
6802;6801,5120139374;5,6816389233234;9,333067494752;13,793067494752
6787;3179,1691672881;4,2019279257463;15,197642211461;15,893356497175
6764;6557,2645686016;5,7706843588165;15,81812758226;17,080149560282
6761;6763,05;6,72;7,76;13,48
6725;6494,8387302463;6,0267139331097;16,8615;16,93464180599
6690;6691,1082;6,69;10,18;13,97
6600;6481,2326813364;6,7679754535658;14,70368973928;14,752261167852
6474;6468,3682983718;5,7472616510526;12,838690222481;14,007261651053
6433;6435,4464005451;6,0013971663872;12,215682880673;13,557111452101
6416;4646,4524543944;6,0170412458659;15,269898388723;16,549898388723
6412;6418,5919476034;8,8755979054993;12,091312191214;15,744169334071
6400;6309,0257665552;7,0625060525471;15,464762943465;16,707464673676
6360;3596,9467859453;6,9515696571429;14,7744268;15,441569657143
6337;6341,7667489061;5,8603404607233;11,93319760358;15,068911889295
6240;6240,3264;6,46;11,92;14,22
6232;2705,6425077587;6,0846590676599;13,356087639089;16,370373353374
6173;6062,6839140297;7,8612448704807;15,092673441909;15,746959156195
6160;6158,1425784091;6,5448234555048;9,8876805983619;14,001966312648
6117;6122,0121024267;5,5864896101821;7,8636324673249;13,260775324468
6062;4390,8569665378;4,3700704319835;16,005784717698;15,285784717698
6051;6038,3476887637;5,9707048151279;5,3849905294137;13,069276243699
6048;6053,1829396036;5,4029224875437;14,162922487544;14,997208201829
6035;6045,5154718789;6,3882922921561;5,9940065778704;12,745435149299
6024;5865,3032465022;3,25;16,8615;14,580067580582
6023;6038,251011579;5,1933990254528;6,7948275968814;12,431970454024
5993;9075,6196600085;4,0628060979649;5,6999489551077;11,355663240822
5985;5983,0329124995;5,5844163268127;6,5015591839555;12,170130612527
5971;5981,202;7,34;9,86;13,56
5962;5971,865683794;6,1732138478631;6,7189281335774;14,640356705006
5944;5940,7721250863;6,9041484628916;5,3427198914631;12,387005605749
5940;5876,7165535969;5,4625729326162;5,4787634088066;10,577334837378
5927;5922,4196871101;7,887966851343;13,317966851343;14,882252565629
