92,2,2,1,2,2,0,3,4,3,5,3,3,3,4,5,4,5,4,4,4,4,5,16,647,7871
93,2,2,1,2,2,0,3,2,3,3,3,3,3,2,2,4,3,4,4,4,4,4,5,130,845
90,1,2,1,2,2,0,2,3,3,2,3,3,4,2,3,4,5,4,3,2,3,3,8,254,2330
86,3,2,1,2,2,0,3,2,2,4,2,2,1,3,5,4,4,5,4,3,2,3,16,1056,21272
88,2,2,1,2,2,0,2,3,3,3,4,3,3,4,3,4,4,3,4,5,4,4,12,383,4224
92,2,3,1,2,2,1,4,2,3,3,3,3,3,2,2,4,4,4,4,4,5,4,12,345,2826
87,2,2,1,2,2,0,2,4,3,5,4,3,2,3,5,5,5,3,4,4,2,3,27,209,7320
86,2,2,1,2,2,0,1,2,3,3,2,2,2,4,5,4,3,3,3,3,2,3,24,366,9125
87,2,4,2,2,1,0,2,4,3,3,2,1,2,4,5,3,2,2,2,3,4,2,54,1181,11900
87,1,2,1,2,2,0,2,2,3,2,3,3,3,2,5,3,4,2,3,2,3,3,13,181,4300
90,2,5,1,2,1,0,1,5,3,4,2,3,1,3,3,3,2,2,2,1,1,2,21,739,4150
91,3,1,0,2,2,0,2,2,2,2,4,3,3,1,4,4,3,4,4,1,5,1,7,108,900
90,3,5,0,2,2,0,3,2,3,3,4,2,2,2,4,4,3,5,3,3,4,2,10,48,583
91,1,2,1,2,2,0,2,2,3,2,4,3,3,3,5,4,3,3,4,2,4,3,19,249,2565
92,2,2,1,2,2,0,2,3,4,3,3,3,3,3,3,5,5,2,4,3,3,3,11,371,4047
87,2,2,1,2,2,0,1,2,3,2,4,3,3,4,4,4,3,2,4,3,3,3,13,211,1520
91,2,2,1,2,2,1,4,4,1,3,3,3,4,4,5,4,4,4,4,3,3,4,32,1849,25910
89,2,2,1,2,2,1,4,4,3,4,3,4,4,5,4,5,4,5,5,3,1,4,38,2482,37286
85,3,3,1,2,2,0,4,3,2,3,3,3,2,4,5,4,4,4,4,4,2,3,40,434,15052
87,2,2,1,2,2,0,3,4,3,4,4,4,2,3,4,5,5,3,4,4,2,3,29,292,11039
90,3,3,1,2,2,0,4,4,4,2,3,3,3,4,3,4,4,5,3,2,3,3,14,2954,18500
91,2,3,1,2,2,0,1,4,3,2,4,3,3,4,4,5,4,3,4,2,4,3,14,304,9369
89,2,5,1,2,1,0,1,4,3,2,3,2,3,2,4,4,4,2,2,3,3,3,28,353,7184
92,2,2,1,2,2,1,4,2,2,2,4,3,3,4,4,5,5,5,4,2,2,4,16,567,10447
91,2,2,1,2,2,1,3,4,3,4,3,3,3,3,3,4,4,3,3,2,3,3,13,467,5100
87,2,2,1,2,2,0,3,4,3,3,4,3,3,4,5,4,4,4,4,4,2,4,45,3368,63694
92,3,2,1,2,2,1,2,3,3,3,4,3,4,2,4,4,3,2,4,4,2,4,4,253,1651
91,4,3,1,2,2,1,3,1,4,2,3,3,4,2,3,2,3,2,4,2,4,3,10,196,1450
92,1,2,1,2,2,0,4,3,4,2,3,3,4,3,5,3,3,3,4,4,5,3,12,185,1745
88,3,2,1,2,2,0,2,2,4,3,2,2,2,3,4,5,4,4,4,3,3,4,6,387,1798
88,5,2,1,2,2,0,2,1,3,3,3,3,2,4,5,3,2,3,3,3,4,3,28,430,2957
89,2,2,1,2,2,0,2,3,4,2,3,3,3,3,4,3,4,2,4,3,3,3,6,204,963
88,2,2,1,2,2,0,1,3,3,3,4,3,3,2,3,4,2,3,4,2,4,3,6,71,1233
91,1,3,1,1,1,0,3,4,2,4,3,5,3,4,5,5,4,3,5,4,4,5,6,840,3240
90,2,3,1,1,1,0,4,4,2,4,3,5,3,5,3,5,5,4,5,3,4,5,11,1648,10000
91,2,3,1,1,1,0,4,4,2,4,3,5,3,5,3,5,5,4,5,3,4,5,8,1035,6800
85,3,2,1,2,2,0,1,3,3,4,2,3,2,3,4,3,3,3,4,4,3,3,22,548,3850
91,3,3,1,2,2,1,3,4,3,4,4,4,3,3,4,4,4,5,5,4,3,4,31,2054,14000
88,5,2,1,2,2,0,2,2,3,2,4,3,3,3,4,3,3,3,3,2,4,3,26,302,5787
93,3,3,1,2,2,1,3,4,2,2,3,4,4,4,2,4,2,4,3,4,3,4,22,1172,9700
91,1,5,1,1,2,0,1,3,3,3,2,2,3,3,3,4,3,3,4,4,4,3,7,253,1100
92,2,2,1,2,2,0,2,3,4,2,4,3,3,3,3,5,5,3,3,2,3,3,14,227,5578
92,2,2,1,2,2,0,3,4,3,3,3,3,3,2,3,4,3,3,4,3,3,3,6,59,1060
91,1,2,1,2,2,1,4,3,3,4,4,4,4,3,4,4,3,5,4,3,2,3,6,299,5279
89,3,2,1,2,2,0,1,3,3,3,4,3,3,3,3,5,3,4,4,3,2,4,15,422,8117
90,2,5,1,2,1,0,3,4,4,3,5,4,4,5,3,4,4,3,5,2,4,4,9,1058,8710
90,1,5,4,2,2,0,3,4,2,2,3,3,2,4,4,4,4,3,4,4,5,3,9,65,796
88,3,3,1,2,2,0,3,5,5,3,3,2,3,4,5,5,4,4,4,3,4,4,26,390,11023
90,2,2,1,2,2,0,2,4,4,2,3,4,3,2,2,3,3,3,3,2,4,4,13,193,1755
91,1,2,1,2,2,1,4,4,3,2,3,3,3,3,3,4,3,4,4,4,3,3,28,1526,5931
93,3,3,1,2,2,1,2,2,3,3,3,3,3,4,2,4,3,4,4,2,3,3,13,575,4456
87,2,2,1,2,2,0,1,2,3,3,4,3,3,3,4,4,3,2,4,4,2,3,13,509,3600
88,5,2,1,2,2,0,3,1,4,4,2,3,3,2,3,2,2,2,4,5,3,3,12,583,4557
88,3,2,1,2,2,0,2,4,3,5,3,3,3,4,5,4,3,3,4,3,3,3,14,315,8752
89,3,2,1,2,2,0,2,3,4,5,3,3,3,3,3,4,4,2,4,4,3,3,12,138,3440
88,2,3,1,2,2,0,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,9,257,1981
85,2,2,1,2,2,0,1,2,3,3,2,2,2,4,5,4,3,3,4,4,2,3,30,423,13700
91,5,5,1,2,1,0,3,4,2,4,3,3,3,3,3,5,3,3,4,3,4,4,20,495,7105
90,3,3,1,2,2,1,4,2,3,3,4,3,3,3,4,4,3,4,3,2,4,3,16,622,6816
92,1,2,1,2,2,1,2,3,3,3,3,3,4,4,5,5,5,5,4,3,2,3,12,204,4620
90,3,3,1,2,2,1,4,2,3,2,3,3,2,3,5,5,4,5,5,1,5,4,15,616,7451
91,3,3,1,2,2,0,3,2,4,3,3,3,3,4,3,5,5,5,4,4,5,4,33,3643,39479
