p=20 Rao-1 mae = 283.48975013551 k=2
4.5,15.5,619,7530.3693972179,7871,340.63060278207
4,9.5,123,799.5,845,45.5
3,5.5,253,2320.8267716535,2330,9.1732283464567
4,8.5,1046.5,21080.632575758,21272,191.36742424242
3.5,16,388.5,4284.6579634465,4224,60.657963446475
2.5,26,359.5,2944.7739130435,2826,118.77391304348
2.5,12.5,207.5,7267.4641148325,7320,52.535885167464
3,19.5,362,9025.2732240437,9125,99.726775956284
3.5,15.5,1115,11234.970364098,11900,665.02963590178
4.5,12.5,189,4490.0552486188,4300,190.05524861878
4,11,743.5,4175.2706359946,4150,25.270635994587
3.5,8.5,134,1116.6666666667,900,216.66666666667
4,7.5,62,753.04166666667,583,170.04166666667
3,5.5,253,2606.2048192771,2565,41.204819277109
3,18,374.5,4085.179245283,4047,38.179245283019
2,19.5,206.5,1487.5829383886,1520,32.417061611374
3.5,21,1851,25938.025959978,25910,28.025959978368
3,22.5,2504,37616.496373892,37286,330.49637389202
3,29,426.5,14791.884792627,15052,260.11520737327
3,16,300.5,11360.340753425,11039,321.34075342466
1.5,41.5,2925,18318.381855112,18500,181.61814488829
3,16,300.5,9261.1332236842,9369,107.86677631579
3.5,18,355.5,7234.8781869688,7184,50.878186968838
3,12.5,579,10668.100529101,10447,221.10052910053
3,30,464.5,5072.6980728051,5100,27.301927194861
4,23.5,3298.5,62379.649346793,63694,1314.3506532066
3.5,7.5,253.5,1654.2628458498,1651,3.2628458498025
3,12.5,198.5,1468.4948979592,1450,18.494897959184
3.5,13,187,1763.8648648649,1745,18.864864864865
4,19,386.5,1795.677002584,1798,2.3229974160208
2,35,428.5,2946.6848837209,2957,10.31511627907
2,19.5,206.5,974.80147058824,963,11.801470588235
4,7.5,62,1076.7042253521,1233,156.29577464789
2.5,18.5,693,2673,3240,567
3,30,1687.5,10239.684466019,10000,239.68446601942
3,12.5,1057,6944.5410628019,6800,144.54106280193
2.5,14.5,571,4011.5875912409,3850,161.58759124088
3.5,21.5,1748.5,11917.721518987,14000,2082.2784810127
3,10,301.5,5777.4188741722,5787,9.5811258278145
4,31.5,1119.5,9265.4863481229,9700,434.51365187713
2.5,6,253.5,1102.1739130435,1100,2.1739130434783
2.5,20,210,5160.2643171806,5578,417.73568281938
4.5,15.5,619,7530.3693972179,7871,340.63060278207
4,9.5,123,799.5,845,45.5
3,5.5,253,2320.8267716535,2330,9.1732283464567
4,8.5,1046.5,21080.632575758,21272,191.36742424242
3.5,16,388.5,4284.6579634465,4224,60.657963446475
2.5,26,359.5,2944.7739130435,2826,118.77391304348
2.5,12.5,207.5,7267.4641148325,7320,52.535885167464
3,19.5,362,9025.2732240437,9125,99.726775956284
3.5,15.5,1115,11234.970364098,11900,665.02963590178
4.5,12.5,189,4490.0552486188,4300,190.05524861878
4,11,743.5,4175.2706359946,4150,25.270635994587
3.5,8.5,134,1116.6666666667,900,216.66666666667
4,7.5,62,753.04166666667,583,170.04166666667
3,5.5,253,2606.2048192771,2565,41.204819277109
3,18,374.5,4085.179245283,4047,38.179245283019
2,19.5,206.5,1487.5829383886,1520,32.417061611374
3.5,21,1851,25938.025959978,25910,28.025959978368
3,22.5,2504,37616.496373892,37286,330.49637389202
3,29,426.5,14791.884792627,15052,260.11520737327
3,16,300.5,11360.340753425,11039,321.34075342466
1.5,41.5,2925,18318.381855112,18500,181.61814488829
3,16,300.5,9261.1332236842,9369,107.86677631579
3.5,18,355.5,7234.8781869688,7184,50.878186968838
3,12.5,579,10668.100529101,10447,221.10052910053
3,30,464.5,5072.6980728051,5100,27.301927194861
4,23.5,3298.5,62379.649346793,63694,1314.3506532066
3.5,7.5,253.5,1654.2628458498,1651,3.2628458498025
3,12.5,198.5,1468.4948979592,1450,18.494897959184
3.5,13,187,1763.8648648649,1745,18.864864864865
4,19,386.5,1795.677002584,1798,2.3229974160208
2,35,428.5,2946.6848837209,2957,10.31511627907
2,19.5,206.5,974.80147058824,963,11.801470588235
4,7.5,62,1076.7042253521,1233,156.29577464789
2.5,18.5,693,2673,3240,567
3,30,1687.5,10239.684466019,10000,239.68446601942
3,12.5,1057,6944.5410628019,6800,144.54106280193
2.5,14.5,571,4011.5875912409,3850,161.58759124088
3.5,21.5,1748.5,11917.721518987,14000,2082.2784810127
3,10,301.5,5777.4188741722,5787,9.5811258278145
4,31.5,1119.5,9265.4863481229,9700,434.51365187713
2.5,6,253.5,1102.1739130435,1100,2.1739130434783
2.5,20,210,5160.2643171806,5578,417.73568281938
4.5,9.5,56.5,1015.0847457627,1060,44.915254237288
4,20,303,5349.6220735786,5279,70.622073578596
3,29,426.5,8203.5556872038,8117,86.555687203792
3,12,1045.5,8607.0935727788,8710,102.90642722117
3.5,6,65,796,796,0
3.5,9,385,10881.679487179,11023,141.32051282051
4.5,11,190.5,1732.2668393782,1755,22.733160621761
3.5,21.5,1748.5,6795.7755570118,5931,864.7755570118
2.5,14,575,4456,4456,0
3.5,21,521.5,3688.4086444008,3600,88.408644400786
2.5,14.5,571,4463.2024013722,4557,93.797598627788
4,20,303,8418.5904761905,8752,333.40952380952
4.5,6,119,2966.3768115942,3440,473.6231884058
3.5,7.5,253.5,1954.0214007782,1981,26.97859922179
3,21.5,426,13797.163120567,13700,97.163120567375
2.5,13,488,7004.5252525253,7105,100.47474747475
4.5,15.5,631.5,6920.1028938907,6816,104.10289389068
2.5,16.5,206.5,4676.6176470588,4620,56.617647058823
4,16,634.5,7674.7719155844,7451,223.77191558442
2.5,29.5,3161,34255.591270931,39479,5223.4087290695

p=20 Rao-2 mae = 283.48975013551 k=2
 4.5,15.5,619,7530.3693972179,7871,340.63060278207
4,9.5,123,799.5,845,45.5
3,5.5,253,2320.8267716535,2330,9.1732283464567
4,8.5,1046.5,21080.632575758,21272,191.36742424242
3.5,16,388.5,4284.6579634465,4224,60.657963446475
2.5,26,359.5,2944.7739130435,2826,118.77391304348
2.5,12.5,207.5,7267.4641148325,7320,52.535885167464
3,19.5,362,9025.2732240437,9125,99.726775956284
3.5,15.5,1115,11234.970364098,11900,665.02963590178
4.5,12.5,189,4490.0552486188,4300,190.05524861878
4,11,743.5,4175.2706359946,4150,25.270635994587
3.5,8.5,134,1116.6666666667,900,216.66666666667
4,7.5,62,753.04166666667,583,170.04166666667
3,5.5,253,2606.2048192771,2565,41.204819277109
3,18,374.5,4085.179245283,4047,38.179245283019
2,19.5,206.5,1487.5829383886,1520,32.417061611374
3.5,21,1851,25938.025959978,25910,28.025959978368
3,22.5,2504,37616.496373892,37286,330.49637389202
3,29,426.5,14791.884792627,15052,260.11520737327
3,16,300.5,11360.340753425,11039,321.34075342466
1.5,41.5,2925,18318.381855112,18500,181.61814488829
3,16,300.5,9261.1332236842,9369,107.86677631579
3.5,18,355.5,7234.8781869688,7184,50.878186968838
3,12.5,579,10668.100529101,10447,221.10052910053
3,30,464.5,5072.6980728051,5100,27.301927194861
4,23.5,3298.5,62379.649346793,63694,1314.3506532066
3.5,7.5,253.5,1654.2628458498,1651,3.2628458498025
3,12.5,198.5,1468.4948979592,1450,18.494897959184
3.5,13,187,1763.8648648649,1745,18.864864864865
4,19,386.5,1795.677002584,1798,2.3229974160208
2,35,428.5,2946.6848837209,2957,10.31511627907
2,19.5,206.5,974.80147058824,963,11.801470588235
4,7.5,62,1076.7042253521,1233,156.29577464789
2.5,18.5,693,2673,3240,567
3,30,1687.5,10239.684466019,10000,239.68446601942
3,12.5,1057,6944.5410628019,6800,144.54106280193
2.5,14.5,571,4011.5875912409,3850,161.58759124088
3.5,21.5,1748.5,11917.721518987,14000,2082.2784810127
3,10,301.5,5777.4188741722,5787,9.5811258278145
4,31.5,1119.5,9265.4863481229,9700,434.51365187713
2.5,6,253.5,1102.1739130435,1100,2.1739130434783
2.5,20,210,5160.2643171806,5578,417.73568281938
4.5,9.5,56.5,1015.0847457627,1060,44.915254237288
4,20,303,5349.6220735786,5279,70.622073578596
3,29,426.5,8203.5556872038,8117,86.555687203792
3,12,1045.5,8607.0935727788,8710,102.90642722117
3.5,6,65,796,796,0
3.5,9,385,10881.679487179,11023,141.32051282051
4.5,11,190.5,1732.2668393782,1755,22.733160621761
3.5,21.5,1748.5,6795.7755570118,5931,864.7755570118
2.5,14,575,4456,4456,0
3.5,21,521.5,3688.4086444008,3600,88.408644400786
